"订单编号","PID","交易时间","单项数量","单项金额","商品编号","商品名称","一级分类","二级分类","三级分类","门店名称","品牌"
1725787,"20f841e5-4c34-11e8-b6f6-0a58ac130522",2019-05-12 13:52:58,2,1,"16000180","奥利奥一元零食桶-原味装19g","休闲零食","饼干","饼干","C","奥利奥"
1725787,"20f841e5-4c34-11e8-b6f6-0a58ac130522",2019-05-12 13:52:58,1,0.6,"12000272","上好佳鲜虾片6g","休闲零食","膨化食品","膨化食品","C","上好佳"
1725787,"20f841e5-4c34-11e8-b6f6-0a58ac130522",2019-05-12 13:52:58,1,0.6,"12000271","上好佳鲜虾条7g","休闲零食","膨化食品","膨化食品","C","上好佳"
1725889,"46b4015e-0ed1-11e8-a65d-0a58ac13001a",2019-05-12 13:55:43,1,4.5,"13000034","康师傅香辣牛肉面桶105g","方便速食","即食类主食","即食面类","B","康师傅"
1726132,"02b63b8a-59c0-4d8a-aa9c-0c53917713d1",2019-05-12 14:02:31,4,2,"11000005","娃哈哈AD钙奶220ml","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","AD钙奶"
1726196,"a76a9fdc-72c2-4b18-b887-3b2093001878",2019-05-12 14:05:02,1,1.5,"12000674","绿箭口香糖15g","休闲零食","糖果","口香糖","B","绿箭口香糖"
1726264,"a9414852-1089-11e8-a67c-0a58ac13001a",2019-05-12 14:06:31,3,9,"99933980","康师傅香辣牛肉面100g","方便速食","即食类主食","即食面类","B","康师傅"
1726264,"a9414852-1089-11e8-a67c-0a58ac13001a",2019-05-12 14:06:31,1,4.5,"11000410","娃哈哈营养快线(原味)500ml","奶制品","含乳饮料","含乳饮料","B","营养快线"
1726264,"a9414852-1089-11e8-a67c-0a58ac13001a",2019-05-12 14:06:31,1,6.5,"13000196","农心香菇牛肉辛拉面70g","方便速食","即食类主食","即食面类","B","农心"
1726375,"06bb63a9-72bc-11e8-9803-0a58ac13065a",2019-05-12 14:09:58,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","C","七匹狼"
1726724,"8aa35646-122e-11e8-a69d-0a58ac13001a",2019-05-12 14:20:22,1,6,"12604250","达能脉动牛磺酸雪柚味600ml","饮料","功能性饮料","运动能量饮料","B","脉动"
1726724,"8aa35646-122e-11e8-a69d-0a58ac13001a",2019-05-12 14:20:22,1,6,"12604249","达能脉动纤维竹子青提味600ml","饮料","功能性饮料","运动能量饮料","B","脉动"
1726745,"7cbed4c9-c827-413b-9460-7dd97304444f",2019-05-12 14:21:08,2,4,"11000391","农夫山泉水550ml","饮料","包装水","包装水","B","农夫山泉"
1726928,"e03b1a9f-4957-4038-95bc-818e74ccfb02",2019-05-12 14:26:48,1,3.5,"13000074","A伊利三色心香雪糕95g","休闲零食","冰淇淋","冰淇淋","B","伊利"
1727080,"3d31e3b8-f9a9-4fb9-b2ad-1821ab86373f",2019-05-12 14:31:19,1,5.5,"33000002","南孚电池7号2粒","休闲百货","电池","电池","A","南孚"
1727135,"8c543762-e421-4cca-9054-157dd23d868e",2019-05-12 14:32:55,1,2.5,"93895421","N千张肉福包","方便速食","包点类","包点类","B","其他品牌"
1727135,"8c543762-e421-4cca-9054-157dd23d868e",2019-05-12 14:32:55,1,2.5,"93895392","N香菇串1*4粒","方便速食","鲜食","自制关东煮","B","其他品牌"
1727135,"8c543762-e421-4cca-9054-157dd23d868e",2019-05-12 14:32:55,1,2.5,"93895708","豆皮结串40g","方便速食","鲜食","自制关东煮","B","其他品牌"
1727135,"8c543762-e421-4cca-9054-157dd23d868e",2019-05-12 14:32:55,1,2,"40000029","N烤鱼棒50g","方便速食","鲜食","自制关东煮","B","其他品牌"
1727153,"81c71c94-88f1-420c-91c0-7173db1645e8",2019-05-12 14:33:22,1,9.9,"30000046","ABC K25无边超吸护垫22片","个人清洁","卫生用品","卫生巾","A","ABC"
1727195,"af8ac88f-8707-11e8-9369-0a58ac13066c",2019-05-12 14:34:50,1,3,"40000005","NQQ丸4粒","方便速食","鲜食","自制关东煮","C","其他品牌"
1727195,"af8ac88f-8707-11e8-9369-0a58ac13066c",2019-05-12 14:34:50,1,4,"12604117","美汁源爽粒花语槐花风味白葡萄汁饮料420ml","饮料","果蔬汁","常温果汁","C","美汁源"
1727195,"af8ac88f-8707-11e8-9369-0a58ac13066c",2019-05-12 14:34:50,1,1.5,"18010817","心一从干吃火鸡面56g","方便速食","即食类主食","即食面类","C","心一从"
1727195,"af8ac88f-8707-11e8-9369-0a58ac13066c",2019-05-12 14:34:50,1,1.5,"13000094","双汇玉米热狗肠40g","辅助佐餐","熟食肉制品","熟食肉制品","C","双汇"
1727221,"42e0f3bf-8c27-45e1-b67f-4dccd8c02fa1",2019-05-12 14:35:36,1,4.5,"11000254","康师傅茉莉蜜茶1L","饮料","茶饮料","即饮茉莉花茶","B","康师傅"
1727221,"42e0f3bf-8c27-45e1-b67f-4dccd8c02fa1",2019-05-12 14:35:36,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1727225,"af8ac88f-8707-11e8-9369-0a58ac13066c",2019-05-12 14:35:43,1,5,"12604239","百事雪盐焦糖味可乐500ml","饮料","碳酸饮料","可乐类汽水","C","百事可乐"
1727259,"2980bbb9-9fb9-4cb4-943d-c27171fe22bd",2019-05-12 14:36:49,1,9.9,"12604243","汉口二厂励志汽水275ml","饮料","碳酸饮料","其他汽水","B","汉口二厂"
1727259,"2980bbb9-9fb9-4cb4-943d-c27171fe22bd",2019-05-12 14:36:49,1,9.9,"12604244","汉口二厂酸梅汽水275ml","饮料","碳酸饮料","其他汽水","B","汉口二厂"
1727348,"42eeb0f0-0b28-11e8-802a-0a58ac13000c",2019-05-12 14:39:23,1,13,"10603662","N七匹狼（蓝钻）","烟类","香烟","硬盒香烟","B","七匹狼"
1727802,"f01e5e25-3829-4b68-adc4-2eb70ab0c0ea",2019-05-12 14:53:48,2,8,"12604226","美汁源百香果柠檬风味复合果汁饮料420ml","饮料","果蔬汁","常温果汁","B","美汁源"
1727860,"729744cc-9199-11e8-8060-0a58ac1305b1",2019-05-12 14:55:28,1,3.5,"11000030","N可口可乐（塑料瓶）500ml","饮料","碳酸饮料","可乐类汽水","B","可口可乐"
1728275,"d5af835b-7e84-11e8-aeb3-0a58ac130661",2019-05-12 15:07:57,1,1,"10603552","顺成打火机","烟类","烟具","烟具","A","顺成"
1728337,"6115ffde-21b3-11e8-bc87-0a58ac130020",2019-05-12 15:09:57,1,3.5,"11000030","N可口可乐（塑料瓶）500ml","饮料","碳酸饮料","可乐类汽水","B","可口可乐"
1728337,"6115ffde-21b3-11e8-bc87-0a58ac130020",2019-05-12 15:09:57,1,4,"13000384","AW和路雪麦酷狮草奶昔杯香草味90g","休闲零食","冰淇淋","冰淇淋","B","麦酷狮"
1728672,"d5af835b-7e84-11e8-aeb3-0a58ac130661",2019-05-12 15:20:22,1,5,"12604239","百事雪盐焦糖味可乐500ml","饮料","碳酸饮料","可乐类汽水","A","百事可乐"
1728868,"a74c7afc-eaeb-4ce5-8b33-f7f58abfe2c2",2019-05-12 15:25:47,2,8,"13000135","A伊利巧乐兹巧恋果75g(D)","休闲零食","冰淇淋","冰淇淋","C","巧乐兹"
1728935,"c14c0268-8181-11e8-af0a-0a58ac1303f0",2019-05-12 15:27:55,1,8.9,"33603951","愛之味麥仔茶590ml","饮料","茶饮料","其他茶饮料","C","爱之味"
1729068,"a20b2614-79bb-41cb-a2eb-248245c6be9d",2019-05-12 15:31:48,1,10.9,"99002241","统一阿萨姆奶茶1.5L","饮料","茶饮料","即饮奶茶","C","统一阿萨姆"
1729068,"a20b2614-79bb-41cb-a2eb-248245c6be9d",2019-05-12 15:31:48,1,3,"11000017","惠尔康葡萄糖饮料518ml","饮料","功能性饮料","健康保健饮料","C","惠尔康"
1729068,"a20b2614-79bb-41cb-a2eb-248245c6be9d",2019-05-12 15:31:48,1,8.9,"18000089","永健泡椒凤爪135g","休闲零食","肉食小食","肉食小食","C","永健"
1729068,"a20b2614-79bb-41cb-a2eb-248245c6be9d",2019-05-12 15:31:48,1,0.3,"50000005","新购物袋fook(大)","购物袋","购物袋","购物袋","C","见福"
1729262,"c44940fe-7c61-11e8-ac2a-0a58ac130661",2019-05-12 15:37:49,3,48,"10000084","N七匹狼（纯翠）","烟类","香烟","硬盒香烟","B","七匹狼"
1729292,"ff350812-500a-11e8-83ab-0a58ac130356",2019-05-12 15:38:27,2,26.6,"11000179","养乐多乳酸菌100ml*5瓶","奶制品","酸奶/酸味奶","酸奶/酸味奶","C","养乐多"
1729292,"ff350812-500a-11e8-83ab-0a58ac130356",2019-05-12 15:38:27,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","C","见福"
1729468,"cbc45b19-1adc-11e8-a76a-0a58ac13001a",2019-05-12 15:43:20,5,10,"11000084","景田百岁山矿泉水348ml","饮料","包装水","包装水","B","景田"
1729774,"210a5bdf-3a05-4482-ac95-f2138efc1d5d",2019-05-12 15:53:20,1,3,"11000356","康师傅冰糖柠檬500ML","饮料","果蔬汁","常温果汁","B","康师傅"
1730044,"d7263324-42a1-4cde-806d-e966a7954772",2019-05-12 15:59:28,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1730044,"d7263324-42a1-4cde-806d-e966a7954772",2019-05-12 15:59:28,1,1,"10603552","顺成打火机","烟类","烟具","烟具","B","顺成"
1730726,"30954c61-832a-471b-908e-b28c2b577506",2019-05-12 16:16:31,1,3.5,"11000518","可口可乐酷儿果汁饮料450ml","饮料","果蔬汁","常温果汁","A","酷儿"
1730726,"30954c61-832a-471b-908e-b28c2b577506",2019-05-12 16:16:31,1,3,"11000259","康师傅冰糖雪梨500ml","饮料","果蔬汁","常温果汁","A","康师傅"
1730726,"30954c61-832a-471b-908e-b28c2b577506",2019-05-12 16:16:31,1,15,"10000010","N七匹狼(红)","烟类","香烟","硬盒香烟","A","七匹狼"
1730752,"bc1787d5-4507-11e8-b03e-0a58ac130519",2019-05-12 16:17:24,2,3,"13000003","双汇火腿肠80g","辅助佐餐","熟食肉制品","熟食肉制品","C","双汇"
1730752,"bc1787d5-4507-11e8-b03e-0a58ac130519",2019-05-12 16:17:24,1,7,"11000200","味全活性乳酸菌原味435ml(D)","奶制品","酸奶/酸味奶","酸奶/酸味奶","C","味全"
1731217,"b45e4cfe-5662-11e8-a997-0a58ac130550",2019-05-12 16:29:49,2,2,"99936485","康康香辣迷你热狗肠24g","辅助佐餐","熟食肉制品","熟食肉制品","B","康康"
1731217,"b45e4cfe-5662-11e8-a997-0a58ac130550",2019-05-12 16:29:49,1,1.2,"18000136","良兴素毛肚魔芋香辣味22g","方便速食","鲜食","自制关东煮","B","良兴素"
1731223,"6878c489-4df8-11e8-8364-0a58ac130356",2019-05-12 16:29:57,1,6,"99931985","维他菊花茶500ML","饮料","亚洲传统饮料","菊花饮料","B","维他"
1731223,"6878c489-4df8-11e8-8364-0a58ac130356",2019-05-12 16:29:57,1,2,"11000133","怡宝纯净水555ml","饮料","包装水","包装水","B","怡宝"
1731250,"6878c489-4df8-11e8-8364-0a58ac130356",2019-05-12 16:30:51,4,58,"15000073","雀巢鹰唛炼奶(原味)185g","辅助佐餐","佐餐小食","面包酱","B","鹰唛"
1731584,"02ea2646-9178-11e8-8021-0a58ac1305b1",2019-05-12 16:40:14,1,5.5,"40000047","优思麦全麦吐司160g","休闲零食","糕点","面包","C","优思麦"
1731777,"4502da5b-8593-11e8-b315-0a58ac1303f0",2019-05-12 16:46:17,1,4,"13000135","A伊利巧乐兹巧恋果75g(D)","休闲零食","冰淇淋","冰淇淋","C","巧乐兹"
1731777,"4502da5b-8593-11e8-b315-0a58ac1303f0",2019-05-12 16:46:17,1,3.5,"11000221","怡宝纯净水1555ml","饮料","包装水","包装水","C","怡宝"
1731777,"4502da5b-8593-11e8-b315-0a58ac1303f0",2019-05-12 16:46:17,1,5.5,"12604059","农夫山泉果味茶π西柚茉莉花茶500ml","饮料","茶饮料","即饮红茶","C","茶π"
1731935,"bd5a5625-1266-11e8-a6a7-0a58ac13001a",2019-05-12 16:50:08,1,66,"11000338","T蒙牛未来星智慧型190ml","奶制品","牛奶","常温牛奶","B","未来星"
1731935,"bd5a5625-1266-11e8-a6a7-0a58ac13001a",2019-05-12 16:50:08,1,3,"11000356","康师傅冰糖柠檬500ML","饮料","果蔬汁","常温果汁","B","康师傅"
1731958,"6c0074d1-ca7e-4b14-bfbc-a796bc5bf097",2019-05-12 16:50:42,1,3,"11000006","统一冰红茶(柠檬味)500ml","饮料","茶饮料","即饮红茶","C","统一冰红茶"
1732089,"8af71581-ed2b-4457-bf57-4274df1d1d0e",2019-05-12 16:54:09,1,3.5,"40000015","N烤肠原味50g","方便速食","鲜食","烤肠烤肉","B","其他品牌"
1732089,"8af71581-ed2b-4457-bf57-4274df1d1d0e",2019-05-12 16:54:09,1,3,"40000005","NQQ丸4粒","方便速食","鲜食","自制关东煮","B","其他品牌"
1732089,"8af71581-ed2b-4457-bf57-4274df1d1d0e",2019-05-12 16:54:09,1,5,"60603284","A和路雪可爱多芒果酸奶66g","休闲零食","冰淇淋","冰淇淋","B","可爱多"
1732089,"8af71581-ed2b-4457-bf57-4274df1d1d0e",2019-05-12 16:54:09,2,2.5,"50604171","鑫云东泡鸭爪香辣味25g","休闲零食","肉食小食","肉食小食","B","鑫云东"
1732089,"8af71581-ed2b-4457-bf57-4274df1d1d0e",2019-05-12 16:54:09,1,3.5,"13000170","A雀巢雪糍香草味冰淇淋32g(D)","休闲零食","冰淇淋","冰淇淋","B","雪糍"
1732089,"8af71581-ed2b-4457-bf57-4274df1d1d0e",2019-05-12 16:54:09,1,3,"18042207","黑果鸭小腿40g","休闲零食","肉食小食","肉食小食","B","其他品牌"
1732089,"8af71581-ed2b-4457-bf57-4274df1d1d0e",2019-05-12 16:54:09,1,1.2,"18000135","良兴素毛肚魔芋泡椒味32g","方便速食","鲜食","自制关东煮","B","良兴素"
1732157,"6b21ae27-1f79-11e8-bc36-0a58ac130020",2019-05-12 16:55:57,1,9,"13602213","A和路雪梦龙香草味64g（D）","休闲零食","冰淇淋","冰淇淋","B","梦龙"
1732284,"67e03422-7d45-4f09-991c-c6bccaa7221e",2019-05-12 16:59:57,2,8,"13000384","AW和路雪麦酷狮草奶昔杯香草味90g","休闲零食","冰淇淋","冰淇淋","B","麦酷狮"
1732284,"67e03422-7d45-4f09-991c-c6bccaa7221e",2019-05-12 16:59:57,1,16,"10000014","N七匹狼（软红）","烟类","香烟","软盒香烟","B","七匹狼"
1732284,"67e03422-7d45-4f09-991c-c6bccaa7221e",2019-05-12 16:59:57,1,3,"11000032","统一绿茶500ml","饮料","茶饮料","即饮绿茶","B","统一"
1732450,"f5e82acd-2398-11e8-aa6b-0a58ac130279",2019-05-12 17:04:53,1,13.9,"99001472","N六神驱蚊喷雾花露水80ml","个人清洁","卫生用品","驱蚊虫剂","B","六神"
1732590,"c66b05bd-ca11-4118-9d86-cb5a1187fc32",2019-05-12 17:09:04,1,4.9,"17122943","盐津铺子小新王子大辣棒78g","休闲零食","肉食小食","肉食小食","C","盐津铺子"
1732673,"4f14345d-3567-11e8-9546-0a58ac13009d",2019-05-12 17:10:54,2,52,"10000003","N七匹狼(厦门)","烟类","香烟","硬盒香烟","B","七匹狼"
1732841,"8ff85f7a-5522-11e8-a44e-0a58ac130544",2019-05-12 17:15:12,1,4.5,"11000065","达能脉动清新柠檬600ml","饮料","功能性饮料","运动能量饮料","C","脉动"
1733216,"bd0f9215-067b-11e8-a64b-0a58ac130242",2019-05-12 17:24:51,1,3,"12604069","康师傅柚子绿茶550ml","饮料","茶饮料","即饮绿茶","A","康师傅"
1733290,"cd9a51f6-8801-11e8-94a6-0a58ac13066c",2019-05-12 17:26:29,1,2.25,"60603263","A雀巢呈真雪糍和风草莓红豆味冰激凌33g","休闲零食","冰淇淋","冰淇淋","B","呈真"
1733538,"c32f8f59-55f1-43fb-a3c1-ced724d6e463",2019-05-12 17:33:14,1,3.5,"11000152","农夫山泉1.5L","饮料","包装水","包装水","A","农夫山泉"
1733538,"c32f8f59-55f1-43fb-a3c1-ced724d6e463",2019-05-12 17:33:14,1,3.5,"12000523","德芙脆香米24g","休闲零食","巧克力","巧克力","A","脆香米"
1733538,"c32f8f59-55f1-43fb-a3c1-ced724d6e463",2019-05-12 17:33:14,1,4.8,"18000039","卫龙大面筋(冷静)106g","休闲零食","肉食小食","肉食小食","A","卫龙"
1733559,"e9ae635f-d355-4eb8-aee3-9f7d64427c56",2019-05-12 17:33:48,1,4.5,"11000254","康师傅茉莉蜜茶1L","饮料","茶饮料","即饮茉莉花茶","B","康师傅"
1733559,"e9ae635f-d355-4eb8-aee3-9f7d64427c56",2019-05-12 17:33:48,1,3,"11000029","百事可乐(塑料瓶)500ml","饮料","碳酸饮料","可乐类汽水","B","百事可乐"
1733746,"952f8c09-405c-11e8-bd04-0a58ac130510",2019-05-12 17:39:01,1,4.5,"11000280","麒麟午后原味奶茶饮料500ml","饮料","茶饮料","即饮奶茶","B","麒麟"
1733746,"952f8c09-405c-11e8-bd04-0a58ac130510",2019-05-12 17:39:01,1,4,"11000815","维他柠檬茶310ml","饮料","茶饮料","即饮红茶","B","维他"
1733865,"65a4fb81-6dcd-11e8-bd8b-0a58ac1303c5",2019-05-12 17:42:23,1,5,"13000318","A雀巢花心筒香草味67g(D)","休闲零食","冰淇淋","冰淇淋","A","花心筒"
1733865,"65a4fb81-6dcd-11e8-bd8b-0a58ac1303c5",2019-05-12 17:42:23,1,3,"13000323","*W阿波罗碰碰球雪泥苹果味100g","休闲零食","冰淇淋","冰淇淋","A","阿波罗"
1733883,"21d6be50-f317-4274-ab91-4f5a9c1ca8b9",2019-05-12 17:42:51,2,7,"40000015","N烤肠原味50g","方便速食","鲜食","烤肠烤肉","A","其他品牌"
1734055,"85b558ab-9125-11e8-bfc2-0a58ac1305b1",2019-05-12 17:47:02,1,4.9,"12000013","澳美思奶油曲奇180g","休闲零食","饼干","饼干","B","澳美思"
1734069,"07038306-0f35-11e8-a66b-0a58ac13001a",2019-05-12 17:47:21,1,3,"12001256","N可口可乐摩登罐330ml","饮料","碳酸饮料","可乐类汽水","B","可口可乐"
1734274,"c36707ff-54a9-498c-a337-3862f3cc2557",2019-05-12 17:52:21,1,7,"13000321","A雀巢圣代杯巧克力味111g(D)","休闲零食","冰淇淋","冰淇淋","A","圣代杯"
1734274,"c36707ff-54a9-498c-a337-3862f3cc2557",2019-05-12 17:52:21,1,5,"60603282","A和路雪可爱多草莓67g","休闲零食","冰淇淋","冰淇淋","A","可爱多"
1734313,"953f630b-976c-4d6f-a704-4164d98cd50a",2019-05-12 17:53:19,1,35,"10603586","N钻石(荷花)","烟类","香烟","硬盒香烟","A","钻石"
1734540,"9f848491-3f14-4ace-a1ff-81761f7d0e8f",2019-05-12 17:59:53,1,1,"11000019","惠尔康冬瓜茶（纸盒）250ml","饮料","亚洲传统饮料","其他亚洲传统饮料","B","惠尔康"
1735205,"a20b2614-79bb-41cb-a2eb-248245c6be9d",2019-05-12 18:16:54,1,16,"10000033","N利群（蓝天）","烟类","香烟","硬盒香烟","C","利群"
1735274,"0313f278-6f98-4385-9205-577149886be7",2019-05-12 18:18:58,1,18,"10603797","N黄山（最美高铁）","烟类","香烟","硬盒香烟","B","黄山"
1735302,"0313f278-6f98-4385-9205-577149886be7",2019-05-12 18:19:49,1,7,"99003871","统一冰红茶2L","饮料","茶饮料","即饮红茶","B","统一冰红茶"
1735302,"0313f278-6f98-4385-9205-577149886be7",2019-05-12 18:19:49,3,3,"12603915","劲仔小鱼酱汁味12g","休闲零食","肉食小食","肉食小食","B","劲仔"
1735447,"3c81c53c-5d7f-4188-928d-7e4e357e0b6a",2019-05-12 18:23:45,1,7.8,"12000038","德芙奶香白巧克力43g","休闲零食","巧克力","巧克力","C","德芙"
1735553,"31e2225f-93d4-11e8-834a-0a58ac1305b1",2019-05-12 18:26:40,1,3.5,"11603832","农夫山泉天然矿泉山535ml","饮料","包装水","包装水","B","农夫山泉"
1735804,"766b9e1d-84ee-4f50-8bc0-13362a369a83",2019-05-12 18:33:21,1,10.9,"17122908","正品胜美越南芒果干65g","休闲零食","凉果","凉果","A","其他品牌"
1735804,"766b9e1d-84ee-4f50-8bc0-13362a369a83",2019-05-12 18:33:21,1,3,"12000677","阿尔卑斯原味糖条装31g","休闲零食","糖果","其他糖果","A","阿尔卑斯"
1735804,"766b9e1d-84ee-4f50-8bc0-13362a369a83",2019-05-12 18:33:21,1,3,"12000008","阿尔卑斯草莓牛奶糖31g","休闲零食","糖果","其他糖果","A","阿尔卑斯"
1735804,"766b9e1d-84ee-4f50-8bc0-13362a369a83",2019-05-12 18:33:21,1,5.5,"13000253","利圣白冰糖200g","食用调味品","调味品","糖","A","其他品牌"
1735804,"766b9e1d-84ee-4f50-8bc0-13362a369a83",2019-05-12 18:33:21,1,5,"11000256","农夫东方树叶茉莉花茶500ml","饮料","茶饮料","即饮茉莉花茶","A","东方树叶"
1735804,"766b9e1d-84ee-4f50-8bc0-13362a369a83",2019-05-12 18:33:21,1,16,"10000072","N七匹狼（纯境）","烟类","香烟","硬盒香烟","A","七匹狼"
1735804,"766b9e1d-84ee-4f50-8bc0-13362a369a83",2019-05-12 18:33:21,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","A","见福"
1735851,"1a0be658-8fc6-436d-b1f8-c0d99092d4e0",2019-05-12 18:34:36,1,2,"99002183","景田饮用纯净水560ml","饮料","包装水","包装水","A","景田"
1735889,"ed1db3c6-8cb6-42eb-87a1-59d0b953ebf7",2019-05-12 18:35:18,3,6,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
1735935,"3908705c-710d-11e8-98fb-0a58ac130598",2019-05-12 18:36:14,1,3,"11000085","景田百岁山矿泉水570ml","饮料","包装水","包装水","C","景田"
1735935,"3908705c-710d-11e8-98fb-0a58ac130598",2019-05-12 18:36:14,1,6,"12604204","豆本豆黑豆奶360ml","奶制品","豆奶","豆奶","C","豆本豆"
1735990,"40bd8427-181b-4887-968d-4424ff7260b5",2019-05-12 18:37:56,1,4,"13000345","A伊利巧乐兹巧脆棒75g(D)","休闲零食","冰淇淋","冰淇淋","A","巧乐兹"
1736113,"1ce32a06-4d3f-43c5-84c2-98f5cdaab043",2019-05-12 18:41:30,1,9.9,"30000036","N飘柔兰花长效清爽去屑洗发露190ml","个人清洁","沐浴洗发","洗发用品","B","飘柔"
1736113,"1ce32a06-4d3f-43c5-84c2-98f5cdaab043",2019-05-12 18:41:30,1,13,"10000017","N牡丹（软）","烟类","香烟","软盒香烟","B","牡丹"
1736206,"acf723b0-3b88-4f2f-b7eb-b9bd113a3f55",2019-05-12 18:44:28,2,5,"11000145","T青岛啤酒296ml","酒类","啤酒","啤酒","B","青岛啤酒"
1736231,"b9ba2a35-4a56-419a-8682-7543db7991e8",2019-05-12 18:45:07,1,3.5,"11000152","农夫山泉1.5L","饮料","包装水","包装水","B","农夫山泉"
1736351,"64ed7e2e-7dc7-11e8-ad90-0a58ac130661",2019-05-12 18:48:26,1,3,"11000120","N可口零度可乐330ml","饮料","碳酸饮料","可乐类汽水","C","零度可乐"
