"订单编号","PID","交易时间","单项数量","单项金额","商品编号","商品名称","一级分类","二级分类","三级分类","门店名称","品牌"
1392594,"a7435791-569f-11e8-a9aa-0a58ac130550",2019-05-01 19:35:22,1,4,"91000047","长富搅拌型鲜活杯装发酵乳125g","奶制品","酸奶/酸味奶","酸奶/酸味奶","C","长富"
1392693,"72ff5710-4500-11e8-b037-0a58ac130519",2019-05-01 19:39:02,1,3.5,"11603832","农夫山泉天然矿泉山535ml","饮料","包装水","包装水","C","农夫山泉"
1392911,"5582567f-a4f1-479c-833f-a4210ca88c3d",2019-05-01 19:46:35,1,5.5,"40603717","优思麦蜂窝蛋糕140g","休闲零食","糕点","蛋糕","A","优思麦"
1392911,"5582567f-a4f1-479c-833f-a4210ca88c3d",2019-05-01 19:46:35,1,4,"80974487","优思麦欧风热狗","休闲零食","糕点","面包","A","优思麦"
1392911,"5582567f-a4f1-479c-833f-a4210ca88c3d",2019-05-01 19:46:35,1,7,"70000263","优思麦杯子蛋糕130g","休闲零食","糕点","蛋糕","A","优思麦"
1392935,"f75f8b53-1f12-11e8-bc26-0a58ac130020",2019-05-01 19:47:43,1,23,"10603631","N七匹狼（硬锋芒）","烟类","香烟","硬盒香烟","A","七匹狼"
1392974,"0f4de927-533f-11e8-ba3d-0a58ac13035b",2019-05-01 19:49:32,2,11,"11000213","T百威啤酒易拉罐330ml","酒类","啤酒","啤酒","B","百威"
1393182,"bd301789-8d50-11e8-ba92-0a58ac1305b1",2019-05-01 19:57:42,2,16,"99001859","统一汤达人日式豚骨拉面碗面130g","方便速食","即食类主食","即食面类","B","汤达人"
1393182,"bd301789-8d50-11e8-ba92-0a58ac1305b1",2019-05-01 19:57:42,1,9.9,"99910576","林家铺子长寿黄桃360g","辅助佐餐","罐头","罐头","B","林家铺子"
1393258,"a8cf32f2-60d3-11e8-aa5f-0a58ac13039c",2019-05-01 20:00:10,1,13.8,"80974745","养乐多活菌型乳酸菌（低糖）100ml*5瓶","奶制品","酸奶/酸味奶","酸奶/酸味奶","C","养乐多"
1393367,"de49a948-ac2f-4b97-9d1b-e2ddbe348e58",2019-05-01 20:03:36,1,3,"11000029","百事可乐(塑料瓶)500ml","饮料","碳酸饮料","可乐类汽水","B","百事可乐"
1393893,"fc7ea531-4e51-11e8-836b-0a58ac130356",2019-05-01 20:21:25,1,21,"10000012","N七匹狼（软灰）","烟类","香烟","软盒香烟","C","七匹狼"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,1,9.9,"12000205","乐事无限自然清爽黄瓜味104g","休闲零食","膨化食品","膨化食品","C","乐事无限"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,1,4,"18000085","乡乡嘴豆趣食刻铁板烧85g","休闲零食","肉食小食","肉食小食","C","乡乡嘴"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,1,4.8,"18000039","卫龙大面筋(冷静)106g","休闲零食","肉食小食","肉食小食","C","卫龙"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,1,7.5,"12601532","格力高百醇草莓香草味48g","休闲零食","饼干","饼干","C","百醇"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,1,7.5,"12000357","鹭滨蛋花酥200g","休闲零食","肉食小食","肉食小食","C","鹭滨"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,1,2.5,"12000411","新家园烤馍锅巴75g","休闲零食","膨化食品","膨化食品","C","新家园"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,1,0.3,"50000005","新购物袋fook(大)","购物袋","购物袋","购物袋","C","见福"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,1,7.9,"16000055","丽芝士纳宝帝奶酪威化饼干145g","休闲零食","饼干","饼干","C","丽芝士"
1393916,"ecca40f8-7bb0-4052-8639-3f7254eab08f",2019-05-01 20:22:31,3,3,"13000012","N即食伊面厦门泡面沙嗲味80g","方便速食","即食类主食","即食面类","C","其他品牌"
1394050,"322c37df-72e1-4726-8f07-5b6c291fb2c1",2019-05-01 20:27:03,1,5,"91000046","长富巴氏100%杯装鲜牛奶200ml","奶制品","牛奶","低温牛奶","A","长富"
1394050,"322c37df-72e1-4726-8f07-5b6c291fb2c1",2019-05-01 20:27:03,1,4,"11000110","长富纯鲜奶221ml","奶制品","牛奶","低温牛奶","A","长富"
1394144,"31e0f10b-84a2-11e8-b249-0a58ac1303f0",2019-05-01 20:30:33,2,8.6,"99005093","生和堂金牌龟苓膏215g","休闲零食","果冻布丁","果冻布丁","A","生和堂"
1394287,"6f4e35db-b5b6-4a45-b690-f2858292e99f",2019-05-01 20:35:38,1,4,"11000747","T青岛崂山啤酒500ml","酒类","啤酒","啤酒","A","青岛啤酒"
1394287,"6f4e35db-b5b6-4a45-b690-f2858292e99f",2019-05-01 20:35:38,1,6,"11000077","红星二锅头56度100ml","酒类","白酒","白酒","A","红星"
1394337,"027b2e5a-49fc-11e8-b58c-0a58ac130522",2019-05-01 20:37:15,1,5,"11000034","农夫尖叫运动饮料(柠檬味)550ml","饮料","功能性饮料","运动能量饮料","C","尖叫"
1394375,"db6fa425-de55-4f4c-91a1-765f5ed47ce7",2019-05-01 20:38:31,2,20,"10000049","N红塔山（硬经典100）","烟类","香烟","硬盒香烟","B","红塔山"
1394393,"739af88e-c717-45fa-8ccb-f963f706f101",2019-05-01 20:39:20,1,31,"10000091","N利群（西子阳光）","烟类","香烟","硬盒香烟","A","利群"
1394478,"2d95f2c2-50ad-442e-843d-f9d20d6fd083",2019-05-01 20:42:36,1,8.5,"11000429","T百威啤酒易拉罐500ml","酒类","啤酒","啤酒","A","百威"
1394512,"919755b9-7075-11e8-98b0-0a58ac130598",2019-05-01 20:44:03,1,16,"10000084","N七匹狼（纯翠）","烟类","香烟","硬盒香烟","B","七匹狼"
1394512,"919755b9-7075-11e8-98b0-0a58ac130598",2019-05-01 20:44:03,1,3.5,"40000015","N烤肠原味50g","方便速食","鲜食","烤肠烤肉","B","其他品牌"
1394748,"fa5b9154-2857-11e8-a02c-0a58ac13002a",2019-05-01 20:52:22,1,3,"99001987","百事可乐清柠味500ml","饮料","碳酸饮料","可乐类汽水","B","百事可乐"
1394817,"6c8eeb2e-8bef-11e8-b79c-0a58ac1305b1",2019-05-01 20:54:51,1,10,"12001200","品客薯片酸乳酪洋葱味110g","休闲零食","膨化食品","膨化食品","B","品客"
1394817,"6c8eeb2e-8bef-11e8-b79c-0a58ac1305b1",2019-05-01 20:54:51,1,7.9,"33604605","丽芝士纳宝帝巧克力味威化饼干145g","休闲零食","饼干","饼干","B","丽芝士"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,2,7,"11000152","农夫山泉1.5L","饮料","包装水","包装水","A","农夫山泉"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,1,2.5,"12000505","傻二哥酒鬼花生椒盐味 90g","休闲零食","坚果","坚果","A","傻二哥"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,1,7.5,"11603915","RIO锐澳微醺3度乳酸菌伏特加味鸡尾酒330ml","酒类","洋酒","洋酒","A","锐澳"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,1,4.8,"18000039","卫龙大面筋(冷静)106g","休闲零食","肉食小食","肉食小食","A","卫龙"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,2,9.6,"18000040","卫龙亲嘴豆皮(豆B)60g","休闲零食","肉食小食","肉食小食","A","卫龙"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,1,9.5,"18103108","张君雅小妹妹麻辣风味休闲丸子80g","休闲零食","膨化食品","膨化食品","A","张君雅"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,1,39.900002,"30603405","海底捞脆爽牛肚自煮火锅套餐405g","方便速食","其他方便速食","其他方便速食","A","海底捞"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,1,44,"33605173","山图干红葡萄酒（TU88）750ml","酒类","洋酒","洋酒","A","山图"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,1,18,"11603904","江小白40%vol（100ml）","酒类","白酒","白酒","A","江小白"
1394953,"bcca9825-77b0-11e8-9393-0a58ac130661",2019-05-01 20:59:11,1,0.3,"50000005","新购物袋fook(大)","购物袋","购物袋","购物袋","A","见福"
1394969,"9d0f75d8-b3a4-4e7d-9881-be3650874d14",2019-05-01 20:59:47,2,6.6,"99004104","维他奶巧克力味250ml","奶制品","豆奶","豆奶","B","维他奶"
1394969,"9d0f75d8-b3a4-4e7d-9881-be3650874d14",2019-05-01 20:59:47,1,5,"99000368","农夫果园橙汁+胡萝卜+苹果500ml","饮料","果蔬汁","果蔬饮料","B","农夫果园"
1394969,"9d0f75d8-b3a4-4e7d-9881-be3650874d14",2019-05-01 20:59:47,1,3,"11000259","康师傅冰糖雪梨500ml","饮料","果蔬汁","常温果汁","B","康师傅"
1394969,"9d0f75d8-b3a4-4e7d-9881-be3650874d14",2019-05-01 20:59:47,1,4,"12604225","N美汁源果粒橙420ml","饮料","果蔬汁","常温果汁","B","美汁源"
1395017,"31e2225f-93d4-11e8-834a-0a58ac1305b1",2019-05-01 21:01:12,1,2,"18091914","笑辣辣印度飞饼38g","休闲零食","肉食小食","肉食小食","B","其他品牌"
1395017,"31e2225f-93d4-11e8-834a-0a58ac1305b1",2019-05-01 21:01:12,1,9.9,"12604241","汉口二厂樱花风味水蜜桃汽水275ml","饮料","碳酸饮料","其他汽水","B","汉口二厂"
1395017,"31e2225f-93d4-11e8-834a-0a58ac1305b1",2019-05-01 21:01:12,1,5,"12604224","元气森林白桃味味苏打气泡水480ml","饮料","碳酸饮料","苏打水","B","元气森林"
1395017,"31e2225f-93d4-11e8-834a-0a58ac1305b1",2019-05-01 21:01:12,1,2.5,"93895403","N鱼豆腐1*4粒","方便速食","鲜食","自制关东煮","B","其他品牌"
1395017,"31e2225f-93d4-11e8-834a-0a58ac1305b1",2019-05-01 21:01:12,1,2.5,"40000031","N鱼翅丸1*3粒","方便速食","鲜食","自制关东煮","B","其他品牌"
1395017,"31e2225f-93d4-11e8-834a-0a58ac1305b1",2019-05-01 21:01:12,1,1,"40000086","N海带结1*3个","方便速食","鲜食","自制关东煮","B","其他品牌"
1395174,"23c67a7f-2dc0-11e8-bee1-0a58ac13027f",2019-05-01 21:06:45,1,7.5,"11601959","锐澳白兰地鸡尾酒(白桃味)330ml","酒类","洋酒","洋酒","A","锐澳"
1395174,"23c67a7f-2dc0-11e8-bee1-0a58ac13027f",2019-05-01 21:06:45,1,2.5,"11603910","T百威金尊啤酒500ml","酒类","啤酒","啤酒","A","百威"
1395174,"23c67a7f-2dc0-11e8-bee1-0a58ac13027f",2019-05-01 21:06:45,1,4,"11000747","T青岛崂山啤酒500ml","酒类","啤酒","啤酒","A","青岛啤酒"
1395174,"23c67a7f-2dc0-11e8-bee1-0a58ac13027f",2019-05-01 21:06:45,1,3,"80974985","雪花勇闯天涯啤酒500ml","酒类","啤酒","啤酒","A","雪花"
1395174,"23c67a7f-2dc0-11e8-bee1-0a58ac13027f",2019-05-01 21:06:45,1,7.5,"11601960","锐澳朗姆鸡尾酒(柠檬味)330ml","酒类","洋酒","洋酒","A","锐澳"
1395181,"065fda80-daec-49f1-98eb-de04b27651b7",2019-05-01 21:07:00,1,4.5,"12000663","达利园好吃点香脆核桃饼108g","休闲零食","饼干","饼干","B","好吃点"
1395272,"70a340fd-4a63-11e8-9c92-0a58ac1300da",2019-05-01 21:09:42,1,3.5,"11000121","N可口零度可乐500ml","饮料","碳酸饮料","可乐类汽水","A","零度可乐"
1395606,"56e4782e-6c9d-11e8-b2b7-0a58ac130642",2019-05-01 21:20:56,1,10.8,"30600871","苏菲口袋魔法零味感超薄棉柔日用10片","个人清洁","卫生用品","卫生巾","B","苏菲"
1395606,"56e4782e-6c9d-11e8-b2b7-0a58ac130642",2019-05-01 21:20:56,1,11.5,"30000064","N七度空间QSC6210纯棉超薄夜用10片","个人清洁","卫生用品","卫生巾","B","七度空间"
1395606,"56e4782e-6c9d-11e8-b2b7-0a58ac130642",2019-05-01 21:20:56,1,9.5,"12000508","曼妥思清劲无糖薄荷糖留兰香薄荷35g","休闲零食","糖果","其他糖果","B","曼妥思"
1395606,"56e4782e-6c9d-11e8-b2b7-0a58ac130642",2019-05-01 21:20:56,1,1,"99002365","旺旺碎冰冰草莓味78ml","休闲零食","冰淇淋","冰淇淋","B","碎碎冰"
1395606,"56e4782e-6c9d-11e8-b2b7-0a58ac130642",2019-05-01 21:20:56,1,14.8,"15616701","添乐汇食DIY萌趣当家43.5g","休闲零食","糖果","其他糖果","B","添乐"
1395606,"56e4782e-6c9d-11e8-b2b7-0a58ac130642",2019-05-01 21:20:56,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","B","见福"
1395683,"801945d3-6b04-11e8-8dd1-0a58ac1303bc",2019-05-01 21:23:33,1,16,"10000084","N七匹狼（纯翠）","烟类","香烟","硬盒香烟","B","七匹狼"
1395809,"bf736bb7-050c-496c-834d-7c5524032cff",2019-05-01 21:28:01,1,4.5,"40000044","优思麦菠萝面包65g","休闲零食","糕点","面包","A","优思麦"
1395809,"bf736bb7-050c-496c-834d-7c5524032cff",2019-05-01 21:28:01,1,7.5,"40603780","优思麦豆沙吐司300g","休闲零食","糕点","面包","A","优思麦"
1395809,"bf736bb7-050c-496c-834d-7c5524032cff",2019-05-01 21:28:01,1,6.9,"12000738","林利记小麻花100g","休闲零食","糕点","其他糕点","A","林利记"
1395809,"bf736bb7-050c-496c-834d-7c5524032cff",2019-05-01 21:28:01,1,1,"12000675","旺仔QQ糖香橙味20g","休闲零食","糖果","其他糖果","A","QQ"
1395809,"bf736bb7-050c-496c-834d-7c5524032cff",2019-05-01 21:28:01,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","A","见福"
1395822,"bf736bb7-050c-496c-834d-7c5524032cff",2019-05-01 21:28:32,1,3.8,"13000002","大茂脆笋140g","辅助佐餐","佐餐小食","酱菜","A","大茂"
1395883,"b0086a94-b256-4fe6-b22c-561baafec6d5",2019-05-01 21:30:47,1,10,"30000117","N七度空间QSC6110超薄日用10片","个人清洁","卫生用品","卫生巾","A","七度空间"
1395885,"f3725370-0e37-11e8-a651-0a58ac13001a",2019-05-01 21:30:50,12,540,"33604040","T科罗娜特级啤酒瓶装207ml","酒类","啤酒","啤酒","B","科罗娜"
1396125,"f27b8e2c-a923-4d0d-aa67-a648681b3de0",2019-05-01 21:39:24,1,13,"10603662","N七匹狼（蓝钻）","烟类","香烟","硬盒香烟","C","七匹狼"
1396175,"69a7338b-c186-4832-afed-98502bfca236",2019-05-01 21:41:18,4,8,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
1396175,"69a7338b-c186-4832-afed-98502bfca236",2019-05-01 21:41:18,1,3,"99928384","A宝石东北大板鲜奶陈酿80g(D)","休闲零食","冰淇淋","冰淇淋","A","红宝石"
1396175,"69a7338b-c186-4832-afed-98502bfca236",2019-05-01 21:41:18,1,5,"60603282","A和路雪可爱多草莓67g","休闲零食","冰淇淋","冰淇淋","A","可爱多"
1396474,"7ed3dd00-4c92-11e8-b74f-0a58ac130522",2019-05-01 21:52:19,2,15,"12000357","鹭滨蛋花酥200g","休闲零食","肉食小食","肉食小食","C","鹭滨"
1396684,"e40a9472-4113-11e8-bd2f-0a58ac130510",2019-05-01 21:59:21,1,6.5,"11601838","维他柠檬茶(瓶装)500ml","饮料","茶饮料","即饮红茶","A","维他"
1396732,"9ab36a45-947a-11e8-84ae-0a58ac1305b1",2019-05-01 22:00:41,1,4.5,"11000169","统一阿萨姆奶茶500ml","饮料","茶饮料","即饮奶茶","C","统一阿萨姆"
1396732,"9ab36a45-947a-11e8-84ae-0a58ac1305b1",2019-05-01 22:00:41,2,17,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","C","七匹狼"
1396798,"522717f4-7553-11e8-901d-0a58ac130661",2019-05-01 22:03:02,2,2,"18000140","爱尚咪咪虾味条18g","休闲零食","膨化食品","膨化食品","A","咪咪"
1396798,"522717f4-7553-11e8-901d-0a58ac130661",2019-05-01 22:03:02,1,7.5,"11601959","锐澳白兰地鸡尾酒(白桃味)330ml","酒类","洋酒","洋酒","A","锐澳"
1396798,"522717f4-7553-11e8-901d-0a58ac130661",2019-05-01 22:03:02,1,7.5,"11601960","锐澳朗姆鸡尾酒(柠檬味)330ml","酒类","洋酒","洋酒","A","锐澳"
1396798,"522717f4-7553-11e8-901d-0a58ac130661",2019-05-01 22:03:02,1,9.5,"12000511","有友泡椒凤爪90g","休闲零食","肉食小食","肉食小食","A","有友"
1396816,"b1827e7b-cb3e-4caa-b068-2f75e4ad93e3",2019-05-01 22:03:31,1,11.5,"11000051","T蒙牛纯牛奶1000ml","奶制品","牛奶","常温牛奶","A","蒙牛"
1396822,"3e9b18f2-22f7-4cca-851f-8464e5d45ccc",2019-05-01 22:03:42,1,2,"11000270","N可口可乐迷你瓶300ml","饮料","碳酸饮料","可乐类汽水","C","可口可乐"
1396897,"22cd1ae7-1379-405d-985e-8838a66c7493",2019-05-01 22:05:58,2,8,"91000047","长富搅拌型鲜活杯装发酵乳125g","奶制品","酸奶/酸味奶","酸奶/酸味奶","B","长富"
1396897,"22cd1ae7-1379-405d-985e-8838a66c7493",2019-05-01 22:05:58,1,4,"11000110","长富纯鲜奶221ml","奶制品","牛奶","低温牛奶","B","长富"
1396897,"22cd1ae7-1379-405d-985e-8838a66c7493",2019-05-01 22:05:58,1,5.5,"12000185","格力高双层百力滋蓝梅芝士味45g","休闲零食","饼干","饼干","B","百力滋"
1396951,"72cf42fa-8429-4f62-a06f-4859fe4bdb7f",2019-05-01 22:07:50,1,5.5,"11603882","T青岛经典1903啤酒330ml","酒类","啤酒","啤酒","B","青岛啤酒"
1397137,"690236ed-d9bb-4ddf-ae5d-7f126b162fb2",2019-05-01 22:14:11,1,5,"11000033","农夫尖叫运动饮料(西柚味)550ml","饮料","功能性饮料","运动能量饮料","B","尖叫"
1397137,"690236ed-d9bb-4ddf-ae5d-7f126b162fb2",2019-05-01 22:14:11,1,5,"11000034","农夫尖叫运动饮料(柠檬味)550ml","饮料","功能性饮料","运动能量饮料","B","尖叫"
1397285,"3e921b97-627e-4cc2-b2b8-d88619fee9ce",2019-05-01 22:18:48,1,9,"11601790","长富纯牛奶屋顶装500ml","奶制品","牛奶","低温牛奶","A","长富"
1397285,"3e921b97-627e-4cc2-b2b8-d88619fee9ce",2019-05-01 22:18:48,2,2,"13000012","N即食伊面厦门泡面沙嗲味80g","方便速食","即食类主食","即食面类","A","其他品牌"
1397285,"3e921b97-627e-4cc2-b2b8-d88619fee9ce",2019-05-01 22:18:48,1,1.8,"13000005","文鸿梅菜笋丝80g","辅助佐餐","佐餐小食","酱菜","A","文鸿"
1397303,"f3725370-0e37-11e8-a651-0a58ac13001a",2019-05-01 22:19:29,1,1.5,"13000003","双汇火腿肠80g","辅助佐餐","熟食肉制品","熟食肉制品","B","双汇"
1397303,"f3725370-0e37-11e8-a651-0a58ac13001a",2019-05-01 22:19:29,1,2,"13000369","紫山金菇脆笋60g","辅助佐餐","佐餐小食","酱菜","B","紫山"
1397303,"f3725370-0e37-11e8-a651-0a58ac13001a",2019-05-01 22:19:29,1,4.5,"13000090","统一来一桶老坛酸菜牛肉面120g","方便速食","即食类主食","即食面类","B","来一桶"
1397397,"d05999d6-afd6-4fb9-8d59-2178392ade86",2019-05-01 22:24:02,1,3.5,"11603832","农夫山泉天然矿泉山535ml","饮料","包装水","包装水","C","农夫山泉"
1397397,"d05999d6-afd6-4fb9-8d59-2178392ade86",2019-05-01 22:24:02,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","C","农夫山泉"
1397557,"0c0ec02e-76e1-11e8-9264-0a58ac130661",2019-05-01 22:29:49,2,17,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1397557,"0c0ec02e-76e1-11e8-9264-0a58ac130661",2019-05-01 22:29:49,1,14.8,"15616641","童麟猫和老鼠百宝箱25g","休闲零食","糖果","其他糖果","B","其他品牌"
1397557,"0c0ec02e-76e1-11e8-9264-0a58ac130661",2019-05-01 22:29:49,1,9.5,"15616593","*亿智小狗汪汪队惊奇蛋果汁软糖10g","休闲零食","糖果","其他糖果","B","小狗汪汪队"
1397626,"c2b75484-4322-11e8-b28b-0a58ac130517",2019-05-01 22:32:49,1,6,"18111815","俏逗妈倍辣鸡肉拌面136g","方便速食","即食类主食","即食面类","C","其他品牌"
1397626,"c2b75484-4322-11e8-b28b-0a58ac130517",2019-05-01 22:32:49,1,3,"11602010","T青岛大优啤酒500ml","酒类","啤酒","啤酒","C","青岛啤酒"
1397626,"c2b75484-4322-11e8-b28b-0a58ac130517",2019-05-01 22:32:49,2,6,"92100001","吉百年熟咸蛋(单粒)62g","辅助佐餐","加工蛋类","加工蛋类","C","吉百年"
1397671,"ed7af8e6-6634-11e8-a8c7-0a58ac130590",2019-05-01 22:34:43,2,17,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","A","七匹狼"
1397681,"c4e591ee-2dee-4ad8-9940-6f76f5c9d0f0",2019-05-01 22:35:00,1,4.5,"12604187","脉动仙人掌青橘口味600ml","饮料","功能性饮料","运动能量饮料","B","脉动"
1397763,"308d1cbb-e0a1-4893-acbf-acc96392aa88",2019-05-01 22:38:10,1,5.5,"11603882","T青岛经典1903啤酒330ml","酒类","啤酒","啤酒","A","青岛啤酒"
1397880,"026ddc83-097b-11e8-b275-0a58ac130242",2019-05-01 22:43:33,1,5.5,"13000336","统一汤达人日式豚骨拉面杯78g","方便速食","即食类主食","即食面类","B","汤达人"
1397880,"026ddc83-097b-11e8-b275-0a58ac130242",2019-05-01 22:43:33,1,6.8,"99004028","好丽友好友趣韩国泡菜味75g","休闲零食","膨化食品","膨化食品","B","好友趣"
1397880,"026ddc83-097b-11e8-b275-0a58ac130242",2019-05-01 22:43:33,1,5.5,"18000121","乡下香多味翅尖80g","休闲零食","肉食小食","肉食小食","B","乡下香"
1397880,"026ddc83-097b-11e8-b275-0a58ac130242",2019-05-01 22:43:33,1,3,"11000071","康师傅劲凉冰绿茶550ml","饮料","茶饮料","即饮绿茶","B","康师傅"
1397880,"026ddc83-097b-11e8-b275-0a58ac130242",2019-05-01 22:43:33,1,19,"10000031","N黄鹤楼（软蓝）","烟类","香烟","软盒香烟","B","黄鹤楼"
1398064,"7b9b98ab-81a5-484b-8e9f-c4b499db6f2f",2019-05-01 22:50:14,1,9,"13000077","A和路雪梦龙卡布基诺64g(D)","休闲零食","冰淇淋","冰淇淋","A","梦龙"
1398148,"ed04f667-8368-11e8-b113-0a58ac1303f0",2019-05-01 22:53:35,2,6,"12001258","N可口可乐芬达橙摩登罐330ml","饮料","碳酸饮料","其他汽水","C","芬达"
1398148,"ed04f667-8368-11e8-b113-0a58ac1303f0",2019-05-01 22:53:35,1,3.5,"40000015","N烤肠原味50g","方便速食","鲜食","烤肠烤肉","C","其他品牌"
1398220,"b26e3cc2-dc9b-4a7f-80a4-287830ecb42c",2019-05-01 22:56:21,1,5.5,"12604057","农夫山泉果味茶π米蜜桃乌龙茶500ml","饮料","茶饮料","其他茶饮料","C","茶π"
1398253,"f7f487bf-4ee1-11e8-838a-0a58ac130356",2019-05-01 22:57:48,3,18,"11000693","T雪津麦之初易拉罐500ml","酒类","啤酒","啤酒","C","雪津"
1398253,"f7f487bf-4ee1-11e8-838a-0a58ac130356",2019-05-01 22:57:48,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","C","见福"
1398394,"b9a56e3c-c420-483c-a9c9-c413a3ce50c8",2019-05-01 23:03:32,1,2,"11000133","怡宝纯净水555ml","饮料","包装水","包装水","B","怡宝"
1398394,"b9a56e3c-c420-483c-a9c9-c413a3ce50c8",2019-05-01 23:03:32,1,8.9,"33603951","愛之味麥仔茶590ml","饮料","茶饮料","其他茶饮料","B","爱之味"
1398634,"3e0282c0-587a-11e8-a81f-0a58ac130384",2019-05-01 23:12:52,1,45,"33604040","T科罗娜特级啤酒瓶装207ml","酒类","啤酒","啤酒","A","科罗娜"
1398634,"3e0282c0-587a-11e8-a81f-0a58ac130384",2019-05-01 23:12:52,2,11,"11000158","宝矿力水特西柚味500ml","饮料","功能性饮料","运动能量饮料","A","宝矿力"
1398634,"3e0282c0-587a-11e8-a81f-0a58ac130384",2019-05-01 23:12:52,5,37.5,"10000019","N中南海（金8mg）","烟类","香烟","硬盒香烟","A","中南海"
1398634,"3e0282c0-587a-11e8-a81f-0a58ac130384",2019-05-01 23:12:52,1,0.3,"50000005","新购物袋fook(大)","购物袋","购物袋","购物袋","A","见福"
1398650,"c6c0287d-6b38-11e8-8dfe-0a58ac1303bc",2019-05-01 23:13:29,1,7.5,"13603860","谷耐西瓜味牛乳饮品280ml","饮料","果蔬汁","常温果汁","C","其他品牌"
1398707,"c5be69f4-3d5f-4f5f-9ff9-eb40d2168f27",2019-05-01 23:15:54,1,18,"10603579","N七匹狼（锋芒）","烟类","香烟","硬盒香烟","B","七匹狼"
1398853,"716eeb25-6a03-4583-ac43-3551a3f5638b",2019-05-01 23:22:23,1,15,"10000010","N七匹狼(红)","烟类","香烟","硬盒香烟","B","七匹狼"
1398868,"54f559ea-78d8-11e8-948b-0a58ac130661",2019-05-01 23:23:05,1,9.9,"60603257","味全旅行优格玫瑰220ml","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","味全"
1398868,"54f559ea-78d8-11e8-948b-0a58ac130661",2019-05-01 23:23:05,1,4.5,"12000023","上好佳鲜虾条40g","休闲零食","膨化食品","膨化食品","A","上好佳"
1398966,"c2e5772b-a89c-4cad-8aaf-6076b97317f8",2019-05-01 23:28:31,3,18,"11000001","N红牛饮料250ml","饮料","功能性饮料","运动能量饮料","C","红牛"
1398966,"c2e5772b-a89c-4cad-8aaf-6076b97317f8",2019-05-01 23:28:31,1,12.8,"12601410","好味来盐焗鸡翅(原味)65g","休闲零食","肉食小食","肉食小食","C","其他品牌"
1398966,"c2e5772b-a89c-4cad-8aaf-6076b97317f8",2019-05-01 23:28:31,2,17,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","C","七匹狼"
1398966,"c2e5772b-a89c-4cad-8aaf-6076b97317f8",2019-05-01 23:28:31,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","C","见福"
1398997,"ba872c6e-1f1a-11e8-bc26-0a58ac130020",2019-05-01 23:30:23,1,3.3,"11000428","维他柠檬茶250ml","饮料","茶饮料","即饮红茶","A","维他"
1398997,"ba872c6e-1f1a-11e8-bc26-0a58ac130020",2019-05-01 23:30:23,1,10.5,"12000170","绿箭无糖薄荷糖留兰香薄荷味35粒23.8g","休闲零食","糖果","其他糖果","A","绿箭薄荷糖"
1399041,"d04319c1-5a60-461b-9da5-31f3b1deb6a3",2019-05-01 23:32:07,1,15,"91000100","卡士餐后一小时发酵乳250g（D）","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","卡士"
1399082,"9783d037-5191-11e8-83f3-0a58ac130356",2019-05-01 23:34:28,1,2,"13000348","A伊利奶提子雪糕65g","休闲零食","冰淇淋","冰淇淋","B","伊利"
